,summary_text
4275,<sos> 분위기 밥 누나 촬영 이야기 차 마 시기 곳 다음 저녁 가야 벌꿀 레몬 말차 오묘 우유 크림 득 하서 <end>
4276,<sos> 분위기 밥 누나 촬영 이야기 차 마 시기 곳 다음 저녁 가야 벌꿀 레몬 말차 오묘 우유 크림 득 하서 <end>
4277,<sos> 기대 이상 가격 개 당 저렴 올해 마카롱 타르트 서비스 바닐라 라 떼 시럽 추가 추가 요금 추가 금도 <end>
4278,<sos> 기대 이상 가격 개 당 저렴 올해 마카롱 타르트 서비스 바닐라 라 떼 시럽 추가 추가 요금 추가 금도 <end>
4279,<sos> 밀크 홍차 맛 위 밀크 아이스크림 <end>
4280,<sos> 밀크 홍차 맛 위 밀크 아이스크림 <end>
4281,<sos> 밀크 홍차 맛 위 밀크 아이스크림 <end>
4282,<sos> 입구 도너츠 맛 집 도넛 안 크림 <end>
4283,<sos> 입구 도너츠 맛 집 도넛 안 크림 <end>
4284,<sos> 입구 도너츠 맛 집 도넛 안 크림 <end>
4285,<sos> 예약 제로 운영 한적 맛 마 대박 경치 <end>
4286,<sos> 예약 제로 운영 한적 맛 마 대박 경치 <end>
4287,<sos> 예약 제로 운영 한적 맛 마 대박 경치 <end>
4288,<sos> 약수 역 카페 약수 역 출구 직선 거리 커피 오 버트 데 자 뷰 곳 사진 면 맛과 금액 고려 커피 오 버트 깔끔 인테리어 특징 커피 메뉴 다양 금액 부담 아침 오픈 점 장점 기대 주문 <end>
4289,<sos> 약수 역 카페 약수 역 출구 직선 거리 커피 오 버트 데 자 뷰 곳 사진 면 맛과 금액 고려 커피 오 버트 깔끔 인테리어 특징 커피 메뉴 다양 금액 부담 아침 오픈 점 장점 기대 주문 <end>
4290,<sos> 약수 역 카페 약수 역 출구 직선 거리 커피 오 버트 데 자 뷰 곳 사진 면 맛과 금액 고려 커피 오 버트 깔끔 인테리어 특징 커피 메뉴 다양 금액 부담 아침 오픈 점 장점 기대 주문 <end>
4291,<sos> 샌드위치 샐러드 모두 재료 샌드위치 채소 맛 소스 빵 치즈 샐러드 리코 치즈 음료 평범 <end>
4292,<sos> 샌드위치 샐러드 모두 재료 샌드위치 채소 맛 소스 빵 치즈 샐러드 리코 치즈 음료 평범 <end>
4293,<sos> 샌드위치 샐러드 모두 재료 샌드위치 채소 맛 소스 빵 치즈 샐러드 리코 치즈 음료 평범 <end>
4294,<sos> 해 직원 분 친절 동네 주민 분 맛 자극적 담백 <end>
4295,<sos> 해 직원 분 친절 동네 주민 분 맛 자극적 담백 <end>
4296,<sos> 해 직원 분 친절 동네 주민 분 맛 자극적 담백 <end>
4297,<sos> 드립 커피 깔끔 <end>
4298,<sos> 드립 커피 깔끔 <end>
4299,<sos> 드립 커피 깔끔 <end>
4300,<sos> 매장 맘 아늑 직원 친절 커피 조금 산미 <end>
4301,<sos> 매장 맘 아늑 직원 친절 커피 조금 산미 <end>
4302,<sos> 매장 맘 아늑 직원 친절 커피 조금 산미 <end>
4303,<sos> 시리얼 카페 처음 생각 종류 시리얼 직원 친절 설명 취향 메뉴 안 분위기 <end>
4304,<sos> 시리얼 카페 처음 생각 종류 시리얼 직원 친절 설명 취향 메뉴 안 분위기 <end>
4305,<sos> 시리얼 카페 처음 생각 종류 시리얼 직원 친절 설명 취향 메뉴 안 분위기 <end>
4306,<sos> 테이블 맛 있음 간식 간단 <end>
4307,<sos> 테이블 맛 있음 간식 간단 <end>
4308,<sos> 테이블 맛 있음 간식 간단 <end>
4309,<sos> 체인점 주 곳 오랜만 새 카페 추지 커피 양 카페 분위기 전체적 느낌 카페 <end>
4310,<sos> 체인점 주 곳 오랜만 새 카페 추지 커피 양 카페 분위기 전체적 느낌 카페 <end>
4311,<sos> 체인점 주 곳 오랜만 새 카페 추지 커피 양 카페 분위기 전체적 느낌 카페 <end>
4312,<sos> 사람 자리 쾌적 녹차 빙수 녹차 맛 <end>
4313,<sos> 사람 자리 쾌적 녹차 빙수 녹차 맛 <end>
4314,<sos> 사람 자리 쾌적 녹차 빙수 녹차 맛 <end>
4315,<sos> 애프터 눈 세트 디저트 한국적 <end>
4316,<sos> 애프터 눈 세트 디저트 한국적 <end>
4317,<sos> 애프터 눈 세트 디저트 한국적 <end>
4318,<sos> 강남 역 즐비 카페 차 때 오 설 록 장사 케이크 디저트 선물 구입 층 매장 마실 음료 층 주문 디저트 차 기기 불편 시스템 아모레 퍼시픽 포인트 적립 가능 다양 차 점 따뜻 물 정도 우려 은 장점 화장실 매장 분위기 조용 사람 강남 역 특성 <end>
4319,<sos> 강남 역 즐비 카페 차 때 오 설 록 장사 케이크 디저트 선물 구입 층 매장 마실 음료 층 주문 디저트 차 기기 불편 시스템 아모레 퍼시픽 포인트 적립 가능 다양 차 점 따뜻 물 정도 우려 은 장점 화장실 매장 분위기 조용 사람 강남 역 특성 <end>
4320,<sos> 강남 역 즐비 카페 차 때 오 설 록 장사 케이크 디저트 선물 구입 층 매장 마실 음료 층 주문 디저트 차 기기 불편 시스템 아모레 퍼시픽 포인트 적립 가능 다양 차 점 따뜻 물 정도 우려 은 장점 화장실 매장 분위기 조용 사람 강남 역 특성 <end>
4321,<sos> 깔끔 우유 맛 입안 텁텁 직원 분 친절 하심 신세계 포인트 적립 전화 번호 불가 <end>
4322,<sos> 깔끔 우유 맛 입안 텁텁 직원 분 친절 하심 신세계 포인트 적립 전화 번호 불가 <end>
4323,<sos> 깔끔 우유 맛 입안 텁텁 직원 분 친절 하심 신세계 포인트 적립 전화 번호 불가 <end>
4324,<sos> 한남동 언덕 중간 접근 조용 분위기 맛 <end>
4325,<sos> 한남동 언덕 중간 접근 조용 분위기 맛 <end>
4326,<sos> 한남동 언덕 중간 접근 조용 분위기 맛 <end>
4327,<sos> 흑임자 라 떼 방문 곳 무겁 지도 기분 크림 미숫가루 느낌 남 은은 조명 깔끔 자갈 바닥 인상적 전체적 편안 느낌 사장님 혼자 친절 하심 위스키 인당 잔 한정 방문 <end>
4328,<sos> 흑임자 라 떼 방문 곳 무겁 지도 기분 크림 미숫가루 느낌 남 은은 조명 깔끔 자갈 바닥 인상적 전체적 편안 느낌 사장님 혼자 친절 하심 위스키 인당 잔 한정 방문 <end>
4329,<sos> 흑임자 라 떼 방문 곳 무겁 지도 기분 크림 미숫가루 느낌 남 은은 조명 깔끔 자갈 바닥 인상적 전체적 편안 느낌 사장님 혼자 친절 하심 위스키 인당 잔 한정 방문 <end>
4330,<sos> 테 맛 집 맛 사람 엠 알 디 비슷 <end>
4331,<sos> 테 맛 집 맛 사람 엠 알 디 비슷 <end>
4332,<sos> 테 맛 집 맛 사람 엠 알 디 비슷 <end>
4333,<sos> 카페 대화 공간적 목적 활용 우리나라 에스프레소 전문점 약수 역 리 피 시장 선점 유명 후발 주자 곳 오우 에스프레소 바다 주문 키오스 에스프레소 전문점 좌석 원형 스탠딩 테이블 바 테이블 이용 커피 에스프레소 물 각설탕 서빙 정통 유럽식 에스프레소 물 주지 나중 탄산수 잔 주 시기 원당 쓴맛 바리 스타 원당 별도 요청 에스프레소 처음 사람 부담 커피 원두 자체 산미 묵직 스타일 대중적 맛 추구 에스프레소 원당 크림 시 처 메뉴 카페 크림 콘 파 보통 잔 정도 감안 만 일반 아메리카 노 과 라 떼 도 주문 가능 원두 맛 곳 대중적 입맛 <end>
4334,<sos> 카페 대화 공간적 목적 활용 우리나라 에스프레소 전문점 약수 역 리 피 시장 선점 유명 후발 주자 곳 오우 에스프레소 바다 주문 키오스 에스프레소 전문점 좌석 원형 스탠딩 테이블 바 테이블 이용 커피 에스프레소 물 각설탕 서빙 정통 유럽식 에스프레소 물 주지 나중 탄산수 잔 주 시기 원당 쓴맛 바리 스타 원당 별도 요청 에스프레소 처음 사람 부담 커피 원두 자체 산미 묵직 스타일 대중적 맛 추구 에스프레소 원당 크림 시 처 메뉴 카페 크림 콘 파 보통 잔 정도 감안 만 일반 아메리카 노 과 라 떼 도 주문 가능 원두 맛 곳 대중적 입맛 <end>
4335,<sos> 카페 대화 공간적 목적 활용 우리나라 에스프레소 전문점 약수 역 리 피 시장 선점 유명 후발 주자 곳 오우 에스프레소 바다 주문 키오스 에스프레소 전문점 좌석 원형 스탠딩 테이블 바 테이블 이용 커피 에스프레소 물 각설탕 서빙 정통 유럽식 에스프레소 물 주지 나중 탄산수 잔 주 시기 원당 쓴맛 바리 스타 원당 별도 요청 에스프레소 처음 사람 부담 커피 원두 자체 산미 묵직 스타일 대중적 맛 추구 에스프레소 원당 크림 시 처 메뉴 카페 크림 콘 파 보통 잔 정도 감안 만 일반 아메리카 노 과 라 떼 도 주문 가능 원두 맛 곳 대중적 입맛 <end>
4336,<sos> 장안동 커피 바 스탠딩 자리 양이 얼마 커피 주문 대표 메뉴 카페 에스프레소 분 커피 아이스 커피 주문 양이 정도 잠 키 무인 주문 가능 <end>
4337,<sos> 장안동 커피 바 스탠딩 자리 양이 얼마 커피 주문 대표 메뉴 카페 에스프레소 분 커피 아이스 커피 주문 양이 정도 잠 키 무인 주문 가능 <end>
4338,<sos> 장안동 커피 바 스탠딩 자리 양이 얼마 커피 주문 대표 메뉴 카페 에스프레소 분 커피 아이스 커피 주문 양이 정도 잠 키 무인 주문 가능 <end>
4339,<sos> 중곡동 에스프레소 커피 바 가격 저렴 부담 <end>
4340,<sos> 중곡동 에스프레소 커피 바 가격 저렴 부담 <end>
4341,<sos> 중곡동 에스프레소 커피 바 가격 저렴 부담 <end>
4342,<sos> 카페 음료 친절 화장실 공용 <end>
4343,<sos> 카페 음료 친절 화장실 공용 <end>
4344,<sos> 카페 음료 친절 화장실 공용 <end>
4345,<sos> 이태원 시작 천연 발효 종 빵집 신세계 영등포 점 옆 단층 건물 매장 커피 리브 레 콜라 매장 커피 베이커리 주문 커피 리브 레 카페 평가 생략 빵 다양 크기 일반적 베이커리 카페 디저트 카페 기대 사이즈 빵 일부 맛과 식 감 가격대 빵 크기 생각 이번 방문 신세계 영등포 점 타임 스퀘어 생각 건물 공간적 훌륭 사람 눈치 백화점 쇼핑몰 옆 쇼핑 <end>
4346,<sos> 이태원 시작 천연 발효 종 빵집 신세계 영등포 점 옆 단층 건물 매장 커피 리브 레 콜라 매장 커피 베이커리 주문 커피 리브 레 카페 평가 생략 빵 다양 크기 일반적 베이커리 카페 디저트 카페 기대 사이즈 빵 일부 맛과 식 감 가격대 빵 크기 생각 이번 방문 신세계 영등포 점 타임 스퀘어 생각 건물 공간적 훌륭 사람 눈치 백화점 쇼핑몰 옆 쇼핑 <end>
4347,<sos> 이태원 시작 천연 발효 종 빵집 신세계 영등포 점 옆 단층 건물 매장 커피 리브 레 콜라 매장 커피 베이커리 주문 커피 리브 레 카페 평가 생략 빵 다양 크기 일반적 베이커리 카페 디저트 카페 기대 사이즈 빵 일부 맛과 식 감 가격대 빵 크기 생각 이번 방문 신세계 영등포 점 타임 스퀘어 생각 건물 공간적 훌륭 사람 눈치 백화점 쇼핑몰 옆 쇼핑 <end>
4348,<sos> 커피 인테리어 이색적 개인적 공간 인상적 <end>
4349,<sos> 커피 인테리어 이색적 개인적 공간 인상적 <end>
4350,<sos> 커피 인테리어 이색적 개인적 공간 인상적 <end>
4351,<sos> 파블 바 곳 쫀쫀 파블 바 <end>
4352,<sos> 파블 바 곳 쫀쫀 파블 바 <end>
4353,<sos> 파블 바 곳 쫀쫀 파블 바 <end>
4354,<sos> 오픈 대 디저트 카페 아메리카 노 사이즈 음료 가격 크래커 판매 중이 디저트 케이크 종류 점 아쉬움 좌 석도 넉넉 조용 이용 예정 구매 영수증 무료 주차 할인 가능 <end>
4355,<sos> 오픈 대 디저트 카페 아메리카 노 사이즈 음료 가격 크래커 판매 중이 디저트 케이크 종류 점 아쉬움 좌 석도 넉넉 조용 이용 예정 구매 영수증 무료 주차 할인 가능 <end>
4356,<sos> 오픈 대 디저트 카페 아메리카 노 사이즈 음료 가격 크래커 판매 중이 디저트 케이크 종류 점 아쉬움 좌 석도 넉넉 조용 이용 예정 구매 영수증 무료 주차 할인 가능 <end>
4357,<sos> 테라스 밖 테이크 아웃 할인 <end>
4358,<sos> 테라스 밖 테이크 아웃 할인 <end>
4359,<sos> 테라스 밖 테이크 아웃 할인 <end>
4360,<sos> 가게 깔끔 케이크 고급 맛 <end>
4361,<sos> 가게 깔끔 케이크 고급 맛 <end>
4362,<sos> 가게 깔끔 케이크 고급 맛 <end>
4363,<sos> 깔끔 느낌 친절 응대 빵 포장 봉투 고요 <end>
4364,<sos> 깔끔 느낌 친절 응대 빵 포장 봉투 고요 <end>
4365,<sos> 깔끔 느낌 친절 응대 빵 포장 봉투 고요 <end>
4366,<sos> 디저트 종류 다양 동네 주민 <end>
4367,<sos> 디저트 종류 다양 동네 주민 <end>
4368,<sos> 디저트 종류 다양 동네 주민 <end>
4369,<sos> 양재동 양재 시민 숲 보신 앞 가실 분 맛 집 소개 빵 커피 판매 곳 기본적 맛 보장 원두 빵 장점 바나나 프렌치 토스트 리코 샐러드 접시 민망 정도 음료 슈페너 커피 아이 겨울 크림 환상 고급 바닐라 아이스크림 맛 강력 추천 <end>
4370,<sos> 양재동 양재 시민 숲 보신 앞 가실 분 맛 집 소개 빵 커피 판매 곳 기본적 맛 보장 원두 빵 장점 바나나 프렌치 토스트 리코 샐러드 접시 민망 정도 음료 슈페너 커피 아이 겨울 크림 환상 고급 바닐라 아이스크림 맛 강력 추천 <end>
4371,<sos> 양재동 양재 시민 숲 보신 앞 가실 분 맛 집 소개 빵 커피 판매 곳 기본적 맛 보장 원두 빵 장점 바나나 프렌치 토스트 리코 샐러드 접시 민망 정도 음료 슈페너 커피 아이 겨울 크림 환상 고급 바닐라 아이스크림 맛 강력 추천 <end>
4372,<sos> 양재동 양재 시민 숲 보신 앞 가실 분 맛 집 소개 빵 커피 판매 곳 기본적 맛 보장 원두 빵 장점 바나나 프렌치 토스트 리코 샐러드 접시 민망 정도 음료 슈페너 커피 아이 겨울 크림 환상 고급 바닐라 아이스크림 맛 강력 추천 <end>
4373,<sos> 양재동 양재 시민 숲 보신 앞 가실 분 맛 집 소개 빵 커피 판매 곳 기본적 맛 보장 원두 빵 장점 바나나 프렌치 토스트 리코 샐러드 접시 민망 정도 음료 슈페너 커피 아이 겨울 크림 환상 고급 바닐라 아이스크림 맛 강력 추천 <end>
4374,<sos> 양재동 양재 시민 숲 보신 앞 가실 분 맛 집 소개 빵 커피 판매 곳 기본적 맛 보장 원두 빵 장점 바나나 프렌치 토스트 리코 샐러드 접시 민망 정도 음료 슈페너 커피 아이 겨울 크림 환상 고급 바닐라 아이스크림 맛 강력 추천 <end>
4375,<sos> 버터 맛 집 고소 <end>
4376,<sos> 버터 맛 집 고소 <end>
4377,<sos> 버터 맛 집 고소 <end>
4378,<sos> 무난 곳 대체적 양이 느낌 토스트 떡볶이 커피 한잔 때 매장 조용 <end>
4379,<sos> 무난 곳 대체적 양이 느낌 토스트 떡볶이 커피 한잔 때 매장 조용 <end>
4380,<sos> 무난 곳 대체적 양이 느낌 토스트 떡볶이 커피 한잔 때 매장 조용 <end>
4381,<sos> 시판 공장 디저트 세련 감동적 맛 올드 스타일 하단 부분 생지 타르트 맛 음료 무스 케익 <end>
4382,<sos> 시판 공장 디저트 세련 감동적 맛 올드 스타일 하단 부분 생지 타르트 맛 음료 무스 케익 <end>
4383,<sos> 시판 공장 디저트 세련 감동적 맛 올드 스타일 하단 부분 생지 타르트 맛 음료 무스 케익 <end>
4384,<sos> 인생 슈페너 옆 동 집 대기 딱이 <end>
4385,<sos> 인생 슈페너 옆 동 집 대기 딱이 <end>
4386,<sos> 인생 슈페너 옆 동 집 대기 딱이 <end>
4387,<sos> 메이 시럽 구 운 베이컨 수제 마멀레이드 상큼 아보카도 메뉴 비교 조금 맛 가게 메뉴 눈 설명 직원 분 인상적 <end>
4388,<sos> 메이 시럽 구 운 베이컨 수제 마멀레이드 상큼 아보카도 메뉴 비교 조금 맛 가게 메뉴 눈 설명 직원 분 인상적 <end>
4389,<sos> 메이 시럽 구 운 베이컨 수제 마멀레이드 상큼 아보카도 메뉴 비교 조금 맛 가게 메뉴 눈 설명 직원 분 인상적 <end>
4390,<sos> 동네 카페 곳 맛 특색 인테리어 모두 취향 만족 카페 <end>
4391,<sos> 동네 카페 곳 맛 특색 인테리어 모두 취향 만족 카페 <end>
4392,<sos> 동네 카페 곳 맛 특색 인테리어 모두 취향 만족 카페 <end>
4393,<sos> 분위기 음료 유 슈페너 딸 기라 떼 <end>
4394,<sos> 분위기 음료 유 슈페너 딸 기라 떼 <end>
4395,<sos> 분위기 음료 유 슈페너 딸 기라 떼 <end>
4396,<sos> 북한산 옆 커피 직접 로스 커피 드립 커피 드립 잘못 절 드립 특유 산미 향이 아메리카 노 느낌 대신 에스프레소 기반 커피 근처 돈까스 집 갈비집 식사 영수증 지참 할인 <end>
4397,<sos> 북한산 옆 커피 직접 로스 커피 드립 커피 드립 잘못 절 드립 특유 산미 향이 아메리카 노 느낌 대신 에스프레소 기반 커피 근처 돈까스 집 갈비집 식사 영수증 지참 할인 <end>
4398,<sos> 북한산 옆 커피 직접 로스 커피 드립 커피 드립 잘못 절 드립 특유 산미 향이 아메리카 노 느낌 대신 에스프레소 기반 커피 근처 돈까스 집 갈비집 식사 영수증 지참 할인 <end>
4399,<sos> 가게 지만 인테리어 특별 맛 화이트 치즈 케이크 <end>
